year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl278549,in,27,56693,gray,black,the hertz corporation,8725,8100,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dn477125,tx,29,9426,black,black,nissan-infiniti lt,15100,16600,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap2ec283473,tn,49,15155,white,beige,nissan north america inc.,15800,15600,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2000,ford,explorer,awd v8 xlt,,automatic,1fmzu83p5yzb50126,wi,,115487,beige,tan,harry kaufmann motor cars inc,1675,500,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse39bg207993,wa,32,84921,white,black,crossborder vehicle sales ltd,21200,20000,Tue Dec 23 2014 14:30:00 GMT-0800 (PST)
2007,Honda,Odyssey,Touring,Minivan,,5fnrl38817b108374,tn,32,85327,silver,gray,wholesale inc # 2,9975,11700,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpbb8ed785300,fl,4,12148,blue,black,pv holding inc/gdp,13950,14500,Mon Feb 02 2015 04:30:00 GMT-0800 (PST)
2001,Acura,TL,3.2,Sedan,automatic,19uua56701a009570,wa,46,241875,black,black,nissan of the eastside at bellevue,1200,1350,Wed Feb 11 2015 06:30:00 GMT-0800 (PST)
2014,Kia,Soul,Base,Wagon,manual,kndjn2a27e7739009,ca,5,4695,green,black,valley kia,13050,11500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg5d2058139,ca,35,30573,black,black,lexus financial services,26800,26800,Wed May 20 2015 05:30:00 GMT-0700 (PDT)
2011,Acura,TSX,Base,Sedan,automatic,jh4cu2f65bc000410,mo,48,54797,white,beige,auto city stl,17000,17000,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2013,Ram,1500,SLT,Crew Cab,,1c6rr7lt2ds507737,co,49,22045,black,black,justus motors company inc,27900,28800,Wed Mar 04 2015 03:45:00 GMT-0800 (PST)
2011,Scion,tC,Base,hatchback,automatic,jtkjf5c75b3007819,nj,35,65961,black,black,j & s auto haus,10200,10600,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2005,Ford,Mustang,GT Deluxe,Coupe,automatic,1zvft82h655236601,ga,27,86628,blue,black,cameron motor sports,7550,9300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc0br771983,fl,42,55172,—,beige,ford motor credit company llc pd,12350,12800,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2012,Honda,CR-V,EX,suv,automatic,jhlrm4h5xcc011886,tn,33,39500,green,tan,sullivan auto group llc,17350,17600,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Chrysler,Town and Country,Limited,minivan,automatic,2c4rc1gg3dr767067,oh,49,17959,white,black,chrysler capital,25500,25000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2011,Honda,CR-V,EX-L,SUV,automatic,jhlre3h75bc001113,ca,4,54359,black,black,onemain rem/m&m auto traders,15950,16800,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf7ce2da227217,ca,23,42477,black,black,the hertz corporation,40500,40500,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c56fvy29450,nj,49,9751,brown,black,bmw north america greer,33400,33250,Tue Feb 10 2015 06:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,sedan,automatic,3fahp0ja0cr219248,ga,4,73229,brown,gray,david ragan ford,9650,10700,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2011,Nissan,Pathfinder,S,SUV,automatic,5n1ar1nbxbc612892,tn,49,52112,silver,gray,wholesale inc # 2,16900,20000,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn544927,tx,37,10759,black,gray,nissan-infiniti lt,13150,12800,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58n581347947,ca,19,101371,gray,gray,veros credit,5050,4000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2012,Toyota,Tacoma,Base,Regular Cab,automatic,5tfnx4cn4cx011966,ca,48,67700,white,gray,aaero sweet corporation,10800,13000,Wed Mar 04 2015 04:00:00 GMT-0800 (PST)
2010,Ford,Edge,Limited,SUV,automatic,2fmdk3kc7aba64780,il,43,68849,gray,black,ford-lincoln dealer program,14100,15100,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2012,Jaguar,XF,Portfolio,sedan,,sajwa0hb9cls22361,pa,48,45888,black,black,jpmorgan chase bank n.a.,27600,28750,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2013,Subaru,Impreza,2.0i PZEV,sedan,automatic,jf1gjaa62dh033969,pa,43,11082,gray,black,jpmorgan chase bank n.a.,14750,15400,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2003,Mitsubishi,Galant,ES,Sedan,automatic,4a3aa46g03e159022,oh,19,140212,silver,gray,mark one financial,950,550,Thu May 14 2015 02:00:00 GMT-0700 (PDT)
2009,Lincoln,Navigator,Base,SUV,automatic,5lmfu28509ej00845,tx,44,96923,blue,tan,affordable truck and van rentals,17450,17600,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,Base,Sedan,automatic,jtdbl40e999032621,nc,22,105764,red,beige,community one auto finance,6500,6100,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,,yv1612tb7f2316910,pa,41,13893,—,black,volvo na rep/world omni,24100,24200,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2006,chevrolet,corvette,,,manual,1g1yy26u865108887,nj,39,66585,black,black,navy fcu,20600,19900,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3tmju4gn4cm138238,nc,45,33628,silver,gray,medlin buick gmc mazda,22800,22000,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d72ckc78962,oh,36,45627,white,—,ford motor credit company llc pd,13550,13300,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,hatchback,automatic,wmwsu3c54dt548526,wa,43,25428,white,—,financial services remarketing (lease),13600,13000,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d25j617811,tx,2,170481,black,tan,titlemax/new braunfels tx1,4600,3000,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2003,GMC,Yukon,Denali,SUV,,1gkek63u33j143979,il,,98777,green,—,phillips chevrolet inc,7400,6900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Ford,Transit Connect,Wagon XLT,Minivan,automatic,nm0ks9bn0dt155584,pa,43,685,white,gray,scerbo auto leasing inc,18300,19000,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2009,Kia,Spectra,LX,Sedan,automatic,knafe222495641848,ca,19,47552,silver,gray,nuvision financial fcu,5175,5100,Wed Feb 18 2015 04:05:00 GMT-0800 (PST)
2010,Chrysler,300,Touring,Sedan,automatic,2c3ca4cd1ah105325,il,37,105641,white,black,santander consumer,7800,7300,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SXT,Sedan,,1c3cdzcb6dn596313,ga,48,18650,gray,black,bmw alphera/alphera financial services,12350,12300,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el140587,mo,38,35469,black,black,ars/avis budget group,12100,12200,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2006,Cadillac,SRX,V6,suv,automatic,1gyee637260218527,ca,39,46706,silver,tan,desert auto trade,8050,9700,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2010,Chevrolet,Avalanche,LT,crew cab,automatic,3gnvkfe03ag299676,mi,27,43967,gray,black,automobiles paille inc,25000,22000,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab3dn686712,ga,2,40299,black,black,enterprise vehicle exchange / tra / rental / tulsa,10550,2100,Thu Feb 05 2015 04:30:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ct5eke40487,ca,41,24259,red,gray,enterprise rent a car/ars,24700,25000,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2011,Chrysler,200,LX,Sedan,automatic,1c3bc4fb0bn592140,mi,28,67600,blue,black,advia credit union,7925,6700,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2013,Infiniti,FX,FX37,SUV,automatic,jn8cs1mu5dm140610,fl,48,42541,gray,black,nissan infiniti lt,24900,32000,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TL,Base,Sedan,automatic,19uua8f28ca030532,pa,42,34127,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,18350,17500,Fri May 22 2015 02:00:00 GMT-0700 (PDT)
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a75eg282390,fl,44,13547,black,beige,kia motors finance,15250,15500,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2012,Chevrolet,Express Cargo,1500,Van,automatic,1gcsgafx3c1169328,fl,29,153755,white,gray,auto sails inc,8450,8800,Tue Feb 03 2015 08:00:00 GMT-0800 (PST)
2007,BMW,3 Series,328i,Sedan,automatic,wbava33537kx76307,nc,44,52823,black,tan,rippy cadillac llc,10550,11500,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h93er196098,ga,39,28846,silver,black,ars/enterprise,16400,15600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2011,Dodge,Charger,Base,sedan,automatic,2b3cl3cgxbh527235,fl,35,72055,black,black,firkins nissan,12650,13800,Thu Jun 18 2015 02:45:00 GMT-0700 (PDT)
2008,Honda,Civic,LX,Sedan,manual,1hgfa15598l071484,ca,35,73525,burgundy,beige,ahfc/honda lease trust/hvt  inc.,6925,6500,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h75dr202965,pa,31,39541,—,black,lease plan usa,13550,13000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2008,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfc160x8g210988,ga,32,90113,gray,gray,ford-lincoln dealer program,16400,17800,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2007,Scion,tC,Base,Hatchback,manual,jtkde177x70170476,ca,34,110981,blue,black,bob baker jeep,5400,5700,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2014,Lincoln,MKS,Base,sedan,automatic,1lnhl9ft1eg605039,ga,42,29821,white,tan,ars/ford-lincoln dealer program,25700,26500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Kia,Soul,+,Wagon,automatic,kndjp3a59f7759225,pa,5,7953,red,black,avis rent a car/barbush rentals,14150,14600,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2007,Jeep,Commander,Sport,suv,automatic,1j8hh48k17c547451,tx,2,101822,blue,black,supreme fcu,6750,7100,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT)
2012,Toyota,Tacoma,Base,Regular Cab,manual,5tfnx4cn5cx009465,ca,4,14550,gray,gray,onemain rem/casey's car inc,14650,15250,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2013,Honda,CR-V,EX-L,suv,automatic,5j6rm4h70dl076014,pa,43,37058,—,black,r hollenshead auto sales inc,21500,21100,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7dn566613,fl,42,33525,white,black,onesource/kendall toyota,10900,12800,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,Tacoma,Base,Double Cab,automatic,5tfjx4cn8dx034392,nv,44,22173,gray,gray,towbin dodge,21500,23500,Fri Feb 13 2015 03:45:00 GMT-0800 (PST)
2014,Volvo,XC60,3.2,SUV,automatic,yv4952dl5e2521815,fl,38,36098,black,black,ez rent a car inc,23800,23900,Tue May 26 2015 02:00:00 GMT-0700 (PDT)
2009,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a8fy58979t566670,md,24,152910,white,gray,darcars of fairfax,1850,1100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2008,Chrysler,PT Cruiser,Base,Wagon,automatic,3a8fy48b58t133098,la,2,99308,silver,gray,national auto acceptance,2600,950,Wed Feb 11 2015 05:15:00 GMT-0800 (PST)
2012,Toyota,Camry,XLE,Sedan,automatic,4t4bf1fk5cr212767,oh,44,28558,white,gray,toyota financial services,15650,17300,Mon Jun 01 2015 09:00:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap9cc867738,co,29,31220,burgundy,black,nissan-infiniti lt,17300,15200,Tue Jun 09 2015 05:00:00 GMT-0700 (PDT)
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sl4ef144972,va,37,79368,beige,brown,wheels exchange llc,12850,10100,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2012,Chrysler,200,Touring,Sedan,automatic,1c3ccbbbxcn187872,mi,46,117860,silver,black,santander consumer,6900,6200,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d25n450915,md,1,152654,white,gray,credit acceptance corp/vrs/southfield,2750,850,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2h80dg170639,md,46,45061,black,black,ford motor credit company llc,15150,16400,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h70dr253497,il,38,19147,black,black,ford motor credit company llc,15300,13500,Thu Apr 02 2015 03:00:00 GMT-0700 (PDT)
2013,Chevrolet,Sonic,LT,sedan,automatic,1g1jc5sh7d4197459,wi,41,43987,gray,black,the hertz corporation,8225,8700,Tue Jun 09 2015 17:00:00 GMT-0700 (PDT)
2012,Kia,Soul,+,wagon,automatic,kndjt2a66c7456588,nc,39,35692,silver,black,paramount kia of hickory,10600,11700,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2003,BMW,X5,4.4i,SUV,automatic,5uxfb33533lh50493,ca,34,135774,black,black,century dealer services corp,4225,5700,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2006,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew21a960023496,wa,,103515,silver,gray,doxon toyota scion,8800,11500,Wed Dec 17 2014 14:45:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5bm412752,co,33,17477,blue,gray,infiniti financial services,19050,18400,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
2011,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac8bh104142,ca,32,60979,black,black,remarketing by ge/flagship credit acceptance,10900,13400,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LS,Sedan,automatic,2g1wb57kx91281386,ca,38,87314,white,gray,800cash247,5700,6400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Chrysler,Sebring,Base,Sedan,automatic,1c3lc46k77n552620,ca,14,117186,white,black,sst financial,3375,3000,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2010,Toyota,Highlander,Base,SUV,automatic,5tdza3eh8as002887,nc,31,125068,gold,tan,fleet lease remarketing,11550,13000,Tue Feb 03 2015 01:15:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f50ce047477,il,24,39061,gray,gray,ahfc/honda lease trust/hvt  inc.,10900,9700,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2cc863725,ca,43,36033,white,gray,nissan motor acceptance corporation,17000,18750,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et4cfb23075,mi,38,40598,blue,gray,ford motor credit company llc,26000,26000,Thu May 28 2015 02:00:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,1fa6p0h70e5399502,fl,41,24382,—,black,avis budget group,13600,13700,Thu Jun 04 2015 02:00:00 GMT-0700 (PDT)
2014,Infiniti,Q50,Premium,Sedan,automatic,jn1bv7ap3em681272,fl,47,16629,silver,black,nissan infiniti lt,27100,30600,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,suv,automatic,jn8as5mv8dw634780,va,38,55643,red,—,the hertz corporation,12250,12400,Thu Jun 11 2015 02:20:00 GMT-0700 (PDT)
2013,Ford,Shelby GT500,Base,coupe,manual,1zvbp8jz0d5274997,ga,5,1457,blue,black,ars/ford-lincoln dealer program,57600,54100,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h93er323836,tn,31,33498,black,black,avis budget group,14500,13000,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,5tbdv581x8s498724,oh,34,80330,gray,brown,exceptional motorcar llc,22600,21800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f26cl335801,fl,42,35021,white,gray,first investors financial services,9825,9600,Tue Feb 03 2015 04:15:00 GMT-0800 (PST)
2008,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp552981118792,nv,29,94762,gray,black,cag acceptance,4850,4900,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f36ca063657,nj,23,11600,gray,beige,ahfc/honda lease trust/hvt  inc. eot,13500,11500,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2006,BMW,5 Series,525i,Sedan,automatic,wbane53536ck82280,ca,36,105837,silver,—,financial services remarketing (lease),7300,8500,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew2eda14059,mn,38,1310,white,gray,u-haul,23900,23500,Thu Jan 29 2015 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e32d1207630,ca,43,44478,black,black,enterprise vehicle exchange/orange,10550,10700,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2007,BMW,5 Series,530i,Sedan,automatic,wbane735x7cm47092,fl,34,147992,gray,black,jpmorgan chase bank n.a.,6500,5900,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbgxeh258974,fl,5,15557,white,beige,pv holding inc/gdp,16700,16600,Mon Jan 05 2015 04:30:00 GMT-0800 (PST)
2013,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gc5e38df160924,nc,35,56723,white,black,the hertz corporation,14350,14500,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2004,Ford,Thunderbird,Deluxe,convertible,,1fahp60a04y110909,ca,39,77767,silver,black,tdaf remarketing,10900,9100,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e36c1136222,mo,34,90766,white,gray,dt credit corporation,7850,7200,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s84c337010,fl,28,87778,silver,black,lauderdale infiniti,4775,4800,Fri Jan 09 2015 09:35:00 GMT-0800 (PST)
2010,Ford,F-150,Harley-Davidson,SuperCrew,automatic,1ftfw1evxafa46405,fl,22,75820,black,—,tdaf remarketing,23800,24200,Tue Jun 16 2015 02:00:00 GMT-0700 (PDT)
2012,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gys4eej0cr223158,md,33,74086,black,black,sheehy ford lincoln of gaithersburg,33700,31500,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Touring,Minivan,automatic,jm1cw2cl4d0152415,tn,37,33674,gray,gray,the hertz corporation,13750,13500,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2006,,,,,automatic,2a4gm68476r658100,nc,24,174801,beige,beige,metrolina credit co of charlotte inc,2150,1900,Tue Mar 10 2015 02:15:00 GMT-0700 (PDT)
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j16a880561,ca,37,85708,silver,black,aaero sweet company,8450,10750,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2013,Ram,1500,Tradesman,Quad Cab,,1c6rr6ft8ds716907,in,35,11862,black,gray,chrysler capital,21900,20600,Thu Feb 05 2015 02:10:00 GMT-0800 (PST)
2007,Dodge,Charger,Base,Sedan,automatic,2b3ka43g47h863493,fl,23,139448,white,gray,coastal credit llc/ft walton beach/ft walton be,4875,4400,Tue Dec 23 2014 11:30:00 GMT-0800 (PST)
2015,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,automatic,55swf4kb8fu025526,ca,5,587,white,black,mercedes-benz financial services,36300,37250,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2004,Toyota,Camry,LE,sedan,,4t1be32k04u793904,oh,24,116766,silver,gray,dt credit corporation,3775,4800,Thu Jun 18 2015 02:00:00 GMT-0700 (PDT)
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg8eh197396,il,3,25124,gray,black,hertz corporation/gdp,16300,15300,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk9eu403346,nv,38,17110,silver,gray,toyota motor sales usa inc/program,15550,15400,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2002,Honda,Civic,EX,Sedan,automatic,2hges26822h527353,fl,,52906,gold,tan,the auto group collection inc,3750,4700,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Ford,Transit Connect,Cargo Van XL,minivan,automatic,nm0ls7an5dt167580,fl,33,37818,white,gray,ford motor credit company llc,14800,13200,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2013,Toyota,Corolla,LE,Sedan,automatic,2t1bu4eexdc942318,mn,47,53664,white,gray,avis corporation,10800,11300,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,sedan,automatic,kmhct4ae7du498343,fl,38,49059,blue,gray,meridian remarketing,8575,8500,Fri Jun 19 2015 03:20:00 GMT-0700 (PDT)
2001,Ford,Excursion,Limited,SUV,automatic,1fmnu43s11ea19770,ca,41,115829,white,beige,hemborg ford,4625,7000,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2006,BMW,X5,3.0i,SUV,automatic,5uxfa13566ly24904,fl,32,107621,silver,gray,david j leahy jr,7800,7500,Thu Feb 19 2015 16:00:00 GMT-0800 (PST)
2012,Honda,Pilot,EX-L,suv,automatic,5fnyf4h55cb080300,pa,43,29132,red,tan,alans autos,24600,24500,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1eh866381,ca,43,36218,red,gray,avis corporation,13050,13700,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn537222,nj,35,29625,black,black,nissan-infiniti lt,13750,14800,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2009,Chevrolet,Aveo,2LT,Sedan,automatic,kl1tg56e59b306998,fl,19,87943,silver,black,westlake financial services,3700,2500,Thu Feb 26 2015 07:00:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 2500HD,Base,Extended Cab,automatic,1gchc29u64e237063,tn,1,130991,white,tan,ge fleet services for itself/servicer,5825,3200,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2008,Honda,Civic,EX,coupe,automatic,2hgfg12858h506608,fl,21,143089,blue,gray,sams wholesale cars inc,4875,4700,Thu May 28 2015 02:40:00 GMT-0700 (PDT)
2013,Ford,Escape,SE,SUV,automatic,1fmcu0gx9dub46105,tx,45,29106,—,gray,ford motor credit company llc,15100,15100,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,knagm4a77d5335025,tx,41,36695,silver,gray,kia motors finance,12150,12600,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2006,Ford,Fusion,SEL,Sedan,automatic,3fahp08136r166085,nj,32,59269,silver,black,santander consumer,5825,7300,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2005,Kia,Sedona,LX,Minivan,automatic,kndup132956675219,oh,19,131560,red,gray,dt credit corporation,1400,1400,Thu Feb 05 2015 01:00:00 GMT-0800 (PST)
2013,BMW,5 Series,535i,Sedan,automatic,wbafr7c57dc827883,fl,48,5364,black,black,tdaf remarketing,40900,39600,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
2008,Mazda,Mazda3,s Sport,Sedan,automatic,jm1bk323181776607,tx,19,110330,blue,black,santander consumer,4650,5000,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2013,Cadillac,Escalade ESV,Platinum Edition,SUV,automatic,1gys4kef3dr115127,oh,38,54127,black,black,pauley motor car co preowned vehicles llc,47100,48200,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2008,Chevrolet,TrailBlazer,Fleet,SUV,automatic,1gnds13s482252968,nc,29,107066,silver,gray,chrysler capital,5725,6600,Mon Feb 23 2015 01:30:00 GMT-0800 (PST)
2010,Toyota,Corolla,S,Sedan,automatic,1nxbu4ee6az194130,ca,19,61254,silver,black,wells fargo dealer services,9000,8700,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2004,Mitsubishi,Endeavor,XLS,SUV,automatic,4a4mn31s34e018711,nj,34,112785,silver,gray,black tie classics llc,3100,3100,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Edge,SE Fleet,SUV,automatic,2fmdk4gc5cba31004,ca,38,51575,silver,beige,lease plan usa,15000,15700,Tue Mar 03 2015 04:00:00 GMT-0800 (PST)
2010,Toyota,Camry,XLE,Sedan,automatic,4t1bf3ekxau504919,fl,36,110874,white,gray,capital one auto finance,9300,7800,Wed Mar 04 2015 01:10:00 GMT-0800 (PST)
2014,Chevrolet,Camaro,LS,coupe,manual,2g1fe1e39e9149985,az,44,15866,red,black,gm financial,18550,18200,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2011,Infiniti,G Convertible,G37,G Convertible,,jn1cv6fe2bm951156,mo,36,23754,white,tan,nissan infiniti lt,25600,25500,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
